Province/State,Country/Region,Date,Confirmed,Deaths,Lat,Long,Recovered
Qinghai,China,3/19/20,18,0,35.7452,95.9956,18
Shaanxi,China,3/19/20,246,3,35.1917,108.8701,237
Shandong,China,3/19/20,761,7,36.3427,118.1498,747
Shanghai,China,3/19/20,363,3,31.201999999999998,121.4491,326
Shanxi,China,3/19/20,133,0,37.5777,112.2922,133
Sichuan,China,3/19/20,540,3,30.6171,102.7103,536
Tianjin,China,3/19/20,137,3,39.3054,117.323,133
Tibet,China,3/19/20,1,0,31.6927,88.0924,1
Xinjiang,China,3/19/20,76,3,41.1129,85.2401,73
Yunnan,China,3/19/20,176,2,24.974,101.48700000000001,172
Zhejiang,China,3/19/20,1233,1,29.1832,120.0934,1217
None,Colombia,3/19/20,102,0,4.5709,-74.2973,1
None,Congo (Brazzaville),3/19/20,3,0,-4.0383,21.7587,0
None,Congo (Kinshasa),3/19/20,14,0,-4.0383,21.7587,0
None,Costa Rica,3/19/20,69,1,9.7489,-83.7534,0
None,Cote d'Ivoire,3/19/20,9,0,7.54,-5.5471,1
None,Croatia,3/19/20,105,1,45.1,15.2,5
None,Diamond Princess,3/19/20,712,7,0.0,0.0,325
None,Cuba,3/19/20,11,1,22.0,-80.0,0
None,Cyprus,3/19/20,67,0,35.1264,33.4299,0
None,Czechia,3/19/20,694,0,49.8175,15.472999999999999,3
Faroe Islands,Denmark,3/19/20,72,0,61.8926,-6.9118,0
Greenland,Denmark,3/19/20,2,0,71.7069,-42.6043,0
None,Denmark,3/19/20,1151,6,56.2639,9.5018,1
None,Djibouti,3/19/20,1,0,11.8251,42.5903,0
None,Dominican Republic,3/19/20,34,2,18.7357,-70.1627,0
None,Ecuador,3/19/20,199,3,-1.8312,-78.1834,0
None,Egypt,3/19/20,256,6,26.0,30.0,32
None,El Salvador,3/19/20,1,0,13.7942,-88.8965,0
None,Equatorial Guinea,3/19/20,6,0,1.5,10.0,0
None,Eritrea,3/19/20,0,0,15.1794,39.7823,0
None,Estonia,3/19/20,267,0,58.5953,25.0136,1
None,Eswatini,3/19/20,1,0,-26.5225,31.4659,0
None,Ethiopia,3/19/20,6,0,9.145,40.4897,0
None,Fiji,3/19/20,1,0,-17.7134,178.065,0
None,Finland,3/19/20,400,0,64.0,26.0,10
French Guiana,France,3/19/20,11,0,3.9339,-53.1258,0
French Polynesia,France,3/19/20,6,0,-17.6797,149.4068,0
Guadeloupe,France,3/19/20,33,0,16.25,-61.5833,0
Mayotte,France,3/19/20,3,0,-12.8275,45.1662,0
New Caledonia,France,3/19/20,2,0,-20.9043,165.618,0
Reunion,France,3/19/20,14,0,-21.1351,55.2471,0
Saint Barthelemy,France,3/19/20,3,0,17.9,-62.8333,0
St Martin,France,3/19/20,4,0,18.0708,-63.0501,0
Martinique,France,3/19/20,23,1,14.6415,-61.0242,0
None,France,3/19/20,10871,243,46.2276,2.2137,12
None,Gabon,3/19/20,1,0,-0.8037,11.6094,0
None,Gambia,3/19/20,1,0,13.4432,-15.3101,0
None,Georgia,3/19/20,40,0,42.3154,43.3569,1
None,Germany,3/19/20,15320,44,51.0,9.0,113
None,Ghana,3/19/20,11,0,7.9465,-1.0232,0
None,Greece,3/19/20,418,6,39.0742,21.8243,8
None,Guatemala,3/19/20,9,1,15.7835,-90.2308,0
None,Guinea,3/19/20,1,0,9.9456,-9.6966,0
None,Guyana,3/19/20,7,1,5.0,-58.75,0
None,Haiti,3/19/20,0,0,18.9712,-72.2852,0
None,Holy See,3/19/20,1,0,41.9029,12.4534,0
None,Honduras,3/19/20,12,0,15.2,-86.2419,0
None,Hungary,3/19/20,73,1,47.1625,19.5033,2
None,Iceland,3/19/20,330,1,64.9631,-19.0208,5
None,India,3/19/20,194,4,21.0,78.0,15
None,Indonesia,3/19/20,311,25,-0.7893,113.9213,11
None,Iran,3/19/20,18407,1284,32.0,53.0,5710
None,Iraq,3/19/20,192,13,33.0,44.0,43
None,Ireland,3/19/20,557,3,53.1424,-7.6921,5
None,Israel,3/19/20,427,0,31.0,35.0,11
None,Italy,3/19/20,41035,3405,43.0,12.0,4440
None,Jamaica,3/19/20,15,1,18.1096,-77.2975,2
None,Japan,3/19/20,924,29,36.0,138.0,150
None,Jordan,3/19/20,69,0,31.24,36.51,1
None,Kazakhstan,3/19/20,44,0,48.0196,66.9237,0
None,Kenya,3/19/20,7,0,-0.0236,37.9062,0
None,"Korea, South",3/19/20,8565,91,36.0,128.0,1540
None,Kuwait,3/19/20,148,0,29.5,47.75,18
None,Kyrgyzstan,3/19/20,3,0,41.2044,74.7661,0
None,Latvia,3/19/20,86,0,56.8796,24.6032,1
None,Lebanon,3/19/20,157,4,33.8547,35.8623,4
None,Liberia,3/19/20,2,0,6.4281,-9.4295,0
None,Liechtenstein,3/19/20,28,0,47.14,9.55,0
None,Lithuania,3/19/20,36,0,55.1694,23.8813,1
None,Luxembourg,3/19/20,335,4,49.8153,6.1296,0
None,Madagascar,3/19/20,0,0,-18.7669,46.8691,0
None,Malaysia,3/19/20,900,2,2.5,112.5,75
None,Maldives,3/19/20,13,0,3.2028,73.2207,0
None,Malta,3/19/20,53,0,35.9375,14.3754,2
None,Mauritania,3/19/20,2,0,21.0079,10.9408,0
None,Mauritius,3/19/20,3,0,-20.2,57.5,0
None,Mexico,3/19/20,118,1,23.6345,-102.5528,4
None,Moldova,3/19/20,49,1,47.4116,28.3699,1
None,Monaco,3/19/20,7,0,43.7333,7.4167,0
None,Mongolia,3/19/20,6,0,46.8625,103.8467,0
None,Montenegro,3/19/20,3,0,42.5,19.3,0
None,Morocco,3/19/20,63,2,31.7917,-7.0926,1
None,Namibia,3/19/20,3,0,-22.9576,18.4904,0
None,Nepal,3/19/20,1,0,28.1667,84.25,1
Aruba,Netherlands,3/19/20,4,0,12.5186,-70.0358,0
Curacao,Netherlands,3/19/20,3,1,12.1696,-68.99,0
Sint Maarten,Netherlands,3/19/20,0,0,18.0425,-63.0548,0
None,Netherlands,3/19/20,2460,76,52.1326,5.2913,2
None,New Zealand,3/19/20,28,0,-40.9006,174.886,0
None,Nicaragua,3/19/20,1,0,12.8654,-85.2072,0
None,Niger,3/19/20,0,0,17.6078,8.0817,0
None,Nigeria,3/19/20,8,0,9.082,8.6753,1
None,North Macedonia,3/19/20,48,0,41.6086,21.7453,1
None,Norway,3/19/20,1746,7,60.472,8.4689,1
None,Oman,3/19/20,48,0,21.0,57.0,12
None,Pakistan,3/19/20,454,2,30.3753,69.3451,13
None,Panama,3/19/20,109,1,8.538,-80.7821,0
None,Papua New Guinea,3/19/20,0,0,-6.315,143.9555,0
None,Paraguay,3/19/20,11,0,-23.4425,-58.4438,0
None,Peru,3/19/20,234,0,-9.19,-75.0152,1
None,Philippines,3/19/20,217,17,13.0,122.0,8
None,Poland,3/19/20,355,5,51.9194,19.1451,1
None,Portugal,3/19/20,785,3,39.3999,-8.2245,3
None,Qatar,3/19/20,460,0,25.3548,51.1839,4
None,Romania,3/19/20,277,0,45.9432,24.9668,25
None,Russia,3/19/20,199,1,60.0,90.0,9
None,Rwanda,3/19/20,8,0,-1.9403,29.8739,0
None,Saint Lucia,3/19/20,2,0,13.9094,-60.9789,0
None,Saint Vincent and the Grenadines,3/19/20,1,0,12.9843,-61.2872,0
None,San Marino,3/19/20,119,11,43.9424,12.4578,4
None,Saudi Arabia,3/19/20,274,0,24.0,45.0,6
None,Senegal,3/19/20,31,0,14.4974,-14.4524,2
None,Serbia,3/19/20,103,0,44.0165,21.0059,1
None,Seychelles,3/19/20,6,0,-4.6796,55.492,0
None,Singapore,3/19/20,345,0,1.2833,103.8333,114
None,Slovakia,3/19/20,123,1,48.669,19.699,0
None,Slovenia,3/19/20,286,1,46.1512,14.9955,0
None,Somalia,3/19/20,1,0,5.1521,46.1996,0
None,South Africa,3/19/20,150,0,-30.5595,22.9375,0
None,Spain,3/19/20,17963,830,40.0,-4.0,1107
None,Sri Lanka,3/19/20,60,0,7.0,81.0,3
None,Sudan,3/19/20,2,1,12.8628,30.2176,0
None,Suriname,3/19/20,1,0,3.9193,-56.0278,0
None,Sweden,3/19/20,1439,11,63.0,16.0,16
None,Switzerland,3/19/20,4075,41,46.8182,8.2275,15
None,Taiwan*,3/19/20,108,1,23.7,121.0,26
None,Tanzania,3/19/20,6,0,-6.369,34.8888,0
None,Thailand,3/19/20,272,1,15.0,101.0,42
None,Togo,3/19/20,1,0,8.6195,0.8248,0
None,Trinidad and Tobago,3/19/20,9,0,10.6918,-61.2225,0
None,Tunisia,3/19/20,39,1,34.0,9.0,0
None,Turkey,3/19/20,192,3,38.9637,35.2433,0
None,Uganda,3/19/20,0,0,1.0,32.0,0
None,Ukraine,3/19/20,16,2,48.3794,31.1656,0
None,United Arab Emirates,3/19/20,140,0,24.0,54.0,31
Bermuda,United Kingdom,3/19/20,2,0,32.3078,-64.7505,0
Cayman Islands,United Kingdom,3/19/20,3,1,19.3133,-81.2546,0
Channel Islands,United Kingdom,3/19/20,11,0,49.3723,-2.3644,0
Gibraltar,United Kingdom,3/19/20,10,0,36.1408,-5.3536,2
Isle of Man,United Kingdom,3/19/20,0,0,54.2361,-4.5481,0
Montserrat,United Kingdom,3/19/20,1,0,16.7425,-62.1874,0
None,United Kingdom,3/19/20,2689,137,55.3781,-3.4360000000000004,65
None,Uruguay,3/19/20,79,0,-32.5228,-55.7658,0
None,US,3/19/20,13747,200,37.0902,-95.7129,121
None,Uzbekistan,3/19/20,23,0,41.3775,64.5853,0
None,Venezuela,3/19/20,42,0,6.4238,-66.5897,0
None,Vietnam,3/19/20,85,0,16.0,108.0,16
None,Zambia,3/19/20,2,0,-15.4167,28.2833,0
None,Zimbabwe,3/19/20,0,0,-20.0,30.0,0
None,Dominica,3/19/20,0,0,15.415,-61.371,0
None,Grenada,3/19/20,0,0,12.1165,-61.678999999999995,0
None,Mozambique,3/19/20,0,0,-18.6657,35.5296,0
None,Syria,3/19/20,0,0,34.8021,38.9968,0
None,Timor-Leste,3/19/20,0,0,-8.8742,125.7275,0
None,Belize,3/19/20,0,0,13.1939,-59.5432,0
None,Laos,3/19/20,0,0,19.856270000000002,102.495496,0
None,Libya,3/19/20,0,0,26.3351,17.228331,0
None,West Bank and Gaza,3/19/20,44,0,31.9522,35.2332,0
None,Guinea-Bissau,3/19/20,0,0,11.8037,-15.1804,0
None,Mali,3/19/20,0,0,17.570692,-3.996166000000001,0
None,Saint Kitts and Nevis,3/19/20,0,0,17.357822,-62.782998,0
None,Kosovo,3/19/20,0,0,42.602636,20.902977,0
None,Burma,3/19/20,0,0,21.9162,95.956,0
Anguilla,United Kingdom,3/19/20,0,0,18.2206,-63.0686,0
British Virgin Islands,United Kingdom,3/19/20,0,0,18.4207,-64.64,0
Turks and Caicos Islands,United Kingdom,3/19/20,0,0,21.69400000000001,-71.7979,0
None,MS Zaandam,3/19/20,0,0,0.0,0.0,0
None,Botswana,3/19/20,0,0,-22.3285,24.6849,0
None,Burundi,3/19/20,0,0,-3.3731,29.9189,0
None,Sierra Leone,3/19/20,0,0,8.460555000000001,-11.779889,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/19/20,0,0,12.1784,-68.2385,0
None,Malawi,3/19/20,0,0,-13.254307999999998,34.301525,0
Falkland Islands (Malvinas),United Kingdom,3/19/20,0,0,-51.7963,-59.5236,0
Saint Pierre and Miquelon,France,3/19/20,0,0,46.8852,-56.3159,0
None,South Sudan,3/19/20,0,0,6.8770000000000024,31.307,0
None,Western Sahara,3/19/20,0,0,24.2155,-12.8858,0
None,Sao Tome and Principe,3/19/20,0,0,0.18636,6.613081,0
None,Yemen,3/19/20,0,0,15.552726999999999,48.516388,0
None,Afghanistan,3/20/20,24,0,33.0,65.0,1
None,Albania,3/20/20,70,2,41.1533,20.1683,0
None,Algeria,3/20/20,90,11,28.0339,1.6596,32
None,Andorra,3/20/20,75,0,42.5063,1.5218,1
None,Angola,3/20/20,1,0,-11.2027,17.8739,0
None,Antigua and Barbuda,3/20/20,1,0,17.0608,-61.7964,0
None,Argentina,3/20/20,128,3,-38.4161,-63.6167,3
None,Armenia,3/20/20,136,0,40.0691,45.0382,1
Australian Capital Territory,Australia,3/20/20,6,0,-35.4735,149.0124,0
New South Wales,Australia,3/20/20,353,6,-33.8688,151.2093,4
Northern Territory,Australia,3/20/20,3,0,-12.4634,130.8456,0
Queensland,Australia,3/20/20,184,0,-28.0167,153.4,8
South Australia,Australia,3/20/20,50,0,-34.9285,138.6007,3
Tasmania,Australia,3/20/20,10,0,-41.4545,145.9707,3
Victoria,Australia,3/20/20,121,0,-37.8136,144.9631,8
Western Australia,Australia,3/20/20,64,1,-31.9505,115.8605,0
None,Austria,3/20/20,2388,6,47.5162,14.5501,9
None,Azerbaijan,3/20/20,44,1,40.1431,47.5769,6
None,Bahamas,3/20/20,3,0,25.0343,-77.3963,0
None,Bahrain,3/20/20,285,1,26.0275,50.55,100
None,Bangladesh,3/20/20,20,1,23.685,90.3563,3
None,Barbados,3/20/20,5,0,13.1939,-59.5432,0
None,Belarus,3/20/20,69,0,53.7098,27.9534,5
None,Belgium,3/20/20,2257,37,50.8333,4.0,1
None,Benin,3/20/20,2,0,9.3077,2.3158,0
None,Bhutan,3/20/20,2,0,27.5142,90.4336,0
None,Bolivia,3/20/20,15,0,-16.2902,-63.5887,0
None,Bosnia and Herzegovina,3/20/20,89,0,43.9159,17.6791,2
None,Brazil,3/20/20,793,11,-14.235,-51.9253,2
None,Brunei,3/20/20,78,0,4.5353,114.7277,1
None,Bulgaria,3/20/20,127,3,42.7339,25.4858,0
None,Burkina Faso,3/20/20,40,1,12.2383,-1.5616,0
None,Cabo Verde,3/20/20,1,0,16.5388,-23.0418,0
None,Cambodia,3/20/20,51,0,11.55,104.9167,1
None,Cameroon,3/20/20,20,0,3.8480000000000003,11.5021,0
None,Central African Republic,3/20/20,3,0,6.6111,20.9394,0
None,Chad,3/20/20,1,0,15.4542,18.7322,0
None,Chile,3/20/20,434,0,-35.6751,-71.543,6
Anhui,China,3/20/20,990,6,31.8257,117.2264,984
Beijing,China,3/20/20,491,8,40.1824,116.4142,390
Chongqing,China,3/20/20,576,6,30.0572,107.874,570
Fujian,China,3/20/20,299,1,26.0789,117.9874,295
Gansu,China,3/20/20,134,2,37.8099,101.0583,98
Guangdong,China,3/20/20,1395,8,23.3417,113.4244,1323
Guangxi,China,3/20/20,254,2,23.8298,108.7881,250
Guizhou,China,3/20/20,146,2,26.8154,106.8748,144
Hainan,China,3/20/20,168,6,19.1959,109.7453,161
Hebei,China,3/20/20,318,6,39.549,116.1306,310
Heilongjiang,China,3/20/20,484,13,47.861999999999995,127.7615,463
Henan,China,3/20/20,1273,22,33.882,113.61399999999999,1250
Hong Kong,China,3/20/20,256,4,22.3,114.2,98
Hubei,China,3/20/20,67800,3133,30.9756,112.2707,58382
Hunan,China,3/20/20,1018,4,27.6104,111.7088,1014
Inner Mongolia,China,3/20/20,75,1,44.0935,113.9448,74
Jiangsu,China,3/20/20,631,0,32.9711,119.455,631
Jiangxi,China,3/20/20,935,1,27.614,115.7221,934
Jilin,China,3/20/20,93,1,43.6661,126.1923,92
Liaoning,China,3/20/20,126,2,41.2956,122.6085,122
Macau,China,3/20/20,17,0,22.1667,113.55,10
Ningxia,China,3/20/20,75,0,37.2692,106.1655,75
Qinghai,China,3/20/20,18,0,35.7452,95.9956,18
Shaanxi,China,3/20/20,247,3,35.1917,108.8701,237
Shandong,China,3/20/20,762,7,36.3427,118.1498,748
Shanghai,China,3/20/20,371,3,31.201999999999998,121.4491,326
Shanxi,China,3/20/20,133,0,37.5777,112.2922,133
Sichuan,China,3/20/20,541,3,30.6171,102.7103,536
Tianjin,China,3/20/20,137,3,39.3054,117.323,133
Tibet,China,3/20/20,1,0,31.6927,88.0924,1
Xinjiang,China,3/20/20,76,3,41.1129,85.2401,73
Yunnan,China,3/20/20,176,2,24.974,101.48700000000001,172
Zhejiang,China,3/20/20,1234,1,29.1832,120.0934,1219
None,Colombia,3/20/20,128,0,4.5709,-74.2973,1
None,Congo (Brazzaville),3/20/20,3,0,-4.0383,21.7587,0
None,Congo (Kinshasa),3/20/20,18,0,-4.0383,21.7587,0
None,Costa Rica,3/20/20,89,1,9.7489,-83.7534,0
None,Cote d'Ivoire,3/20/20,9,0,7.54,-5.5471,1
None,Croatia,3/20/20,128,1,45.1,15.2,5
None,Diamond Princess,3/20/20,712,7,0.0,0.0,325
None,Cuba,3/20/20,16,1,22.0,-80.0,0
None,Cyprus,3/20/20,67,0,35.1264,33.4299,0
None,Czechia,3/20/20,833,0,49.8175,15.472999999999999,4
Faroe Islands,Denmark,3/20/20,80,0,61.8926,-6.9118,0
Greenland,Denmark,3/20/20,2,0,71.7069,-42.6043,0
None,Denmark,3/20/20,1255,9,56.2639,9.5018,1
None,Djibouti,3/20/20,1,0,11.8251,42.5903,0
None,Dominican Republic,3/20/20,72,2,18.7357,-70.1627,0
None,Ecuador,3/20/20,367,5,-1.8312,-78.1834,0
None,Egypt,3/20/20,285,8,26.0,30.0,39
None,El Salvador,3/20/20,1,0,13.7942,-88.8965,0
None,Equatorial Guinea,3/20/20,6,0,1.5,10.0,0
None,Eritrea,3/20/20,0,0,15.1794,39.7823,0
None,Estonia,3/20/20,283,0,58.5953,25.0136,1
None,Eswatini,3/20/20,1,0,-26.5225,31.4659,0
None,Ethiopia,3/20/20,9,0,9.145,40.4897,0
None,Fiji,3/20/20,1,0,-17.7134,178.065,0
None,Finland,3/20/20,450,0,64.0,26.0,10
French Guiana,France,3/20/20,15,0,3.9339,-53.1258,0
French Polynesia,France,3/20/20,11,0,-17.6797,149.4068,0
Guadeloupe,France,3/20/20,45,0,16.25,-61.5833,0
Mayotte,France,3/20/20,6,0,-12.8275,45.1662,0
New Caledonia,France,3/20/20,2,0,-20.9043,165.618,0
Reunion,France,3/20/20,28,0,-21.1351,55.2471,0
Saint Barthelemy,France,3/20/20,3,0,17.9,-62.8333,0
St Martin,France,3/20/20,4,0,18.0708,-63.0501,0
Martinique,France,3/20/20,32,1,14.6415,-61.0242,0
None,France,3/20/20,12612,450,46.2276,2.2137,12
None,Gabon,3/20/20,3,1,-0.8037,11.6094,0
None,Gambia,3/20/20,1,0,13.4432,-15.3101,0
None,Georgia,3/20/20,43,0,42.3154,43.3569,1
None,Germany,3/20/20,19848,67,51.0,9.0,180
None,Ghana,3/20/20,16,0,7.9465,-1.0232,0
None,Greece,3/20/20,495,6,39.0742,21.8243,19
None,Guatemala,3/20/20,12,1,15.7835,-90.2308,0
None,Guinea,3/20/20,1,0,9.9456,-9.6966,0
None,Guyana,3/20/20,7,1,5.0,-58.75,0
None,Haiti,3/20/20,2,0,18.9712,-72.2852,0
None,Holy See,3/20/20,1,0,41.9029,12.4534,0
None,Honduras,3/20/20,24,0,15.2,-86.2419,0
None,Hungary,3/20/20,85,3,47.1625,19.5033,2
None,Iceland,3/20/20,409,0,64.9631,-19.0208,5
None,India,3/20/20,244,5,21.0,78.0,20
None,Indonesia,3/20/20,369,32,-0.7893,113.9213,15
None,Iran,3/20/20,19644,1433,32.0,53.0,6745
None,Iraq,3/20/20,208,17,33.0,44.0,49
None,Ireland,3/20/20,683,3,53.1424,-7.6921,5
None,Israel,3/20/20,529,0,31.0,35.0,14
None,Italy,3/20/20,47021,4032,43.0,12.0,4440
None,Jamaica,3/20/20,16,1,18.1096,-77.2975,2
None,Japan,3/20/20,963,33,36.0,138.0,191
None,Jordan,3/20/20,85,0,31.24,36.51,1
None,Kazakhstan,3/20/20,49,3,48.0196,66.9237,0
None,Kenya,3/20/20,7,0,-0.0236,37.9062,0
None,"Korea, South",3/20/20,8652,94,36.0,128.0,1540
None,Kuwait,3/20/20,159,0,29.5,47.75,18
None,Kyrgyzstan,3/20/20,6,0,41.2044,74.7661,0
None,Latvia,3/20/20,111,0,56.8796,24.6032,1
None,Lebanon,3/20/20,163,4,33.8547,35.8623,4
None,Liberia,3/20/20,2,0,6.4281,-9.4295,0
None,Liechtenstein,3/20/20,28,0,47.14,9.55,0
None,Lithuania,3/20/20,49,0,55.1694,23.8813,1
None,Luxembourg,3/20/20,484,4,49.8153,6.1296,0
None,Madagascar,3/20/20,3,0,-18.7669,46.8691,0
None,Malaysia,3/20/20,1030,3,2.5,112.5,87
None,Maldives,3/20/20,13,0,3.2028,73.2207,0
None,Malta,3/20/20,64,0,35.9375,14.3754,2
None,Mauritania,3/20/20,2,0,21.0079,10.9408,0
None,Mauritius,3/20/20,12,0,-20.2,57.5,0
None,Mexico,3/20/20,164,1,23.6345,-102.5528,4
None,Moldova,3/20/20,66,1,47.4116,28.3699,1
None,Monaco,3/20/20,11,0,43.7333,7.4167,0
None,Mongolia,3/20/20,6,0,46.8625,103.8467,0
None,Montenegro,3/20/20,14,0,42.5,19.3,0
None,Morocco,3/20/20,77,3,31.7917,-7.0926,1
None,Namibia,3/20/20,3,0,-22.9576,18.4904,0
None,Nepal,3/20/20,1,0,28.1667,84.25,1
Aruba,Netherlands,3/20/20,5,0,12.5186,-70.0358,0
Curacao,Netherlands,3/20/20,3,1,12.1696,-68.99,0
Sint Maarten,Netherlands,3/20/20,1,0,18.0425,-63.0548,0
None,Netherlands,3/20/20,2994,106,52.1326,5.2913,2
None,New Zealand,3/20/20,39,0,-40.9006,174.886,0
None,Nicaragua,3/20/20,1,0,12.8654,-85.2072,0
None,Niger,3/20/20,1,0,17.6078,8.0817,0
None,Nigeria,3/20/20,12,0,9.082,8.6753,1
None,North Macedonia,3/20/20,67,0,41.6086,21.7453,1
None,Norway,3/20/20,1914,7,60.472,8.4689,1
None,Oman,3/20/20,48,0,21.0,57.0,12
None,Pakistan,3/20/20,501,3,30.3753,69.3451,13
None,Panama,3/20/20,137,1,8.538,-80.7821,0
None,Papua New Guinea,3/20/20,1,0,-6.315,143.9555,0
None,Paraguay,3/20/20,13,0,-23.4425,-58.4438,0
None,Peru,3/20/20,234,3,-9.19,-75.0152,1
None,Philippines,3/20/20,230,18,13.0,122.0,8
None,Poland,3/20/20,425,5,51.9194,19.1451,1
None,Portugal,3/20/20,1020,6,39.3999,-8.2245,5
None,Qatar,3/20/20,470,0,25.3548,51.1839,10
None,Romania,3/20/20,308,0,45.9432,24.9668,25
None,Russia,3/20/20,253,1,60.0,90.0,9
None,Rwanda,3/20/20,17,0,-1.9403,29.8739,0
None,Saint Lucia,3/20/20,2,0,13.9094,-60.9789,0
None,Saint Vincent and the Grenadines,3/20/20,1,0,12.9843,-61.2872,0
None,San Marino,3/20/20,144,14,43.9424,12.4578,4
None,Saudi Arabia,3/20/20,344,0,24.0,45.0,8
None,Senegal,3/20/20,38,0,14.4974,-14.4524,2
None,Serbia,3/20/20,135,1,44.0165,21.0059,1
None,Seychelles,3/20/20,7,0,-4.6796,55.492,0
None,Singapore,3/20/20,385,0,1.2833,103.8333,124
None,Slovakia,3/20/20,137,1,48.669,19.699,0
None,Slovenia,3/20/20,341,1,46.1512,14.9955,0
None,Somalia,3/20/20,1,0,5.1521,46.1996,0
None,South Africa,3/20/20,202,0,-30.5595,22.9375,0
None,Spain,3/20/20,20410,1043,40.0,-4.0,1588
None,Sri Lanka,3/20/20,73,0,7.0,81.0,3
None,Sudan,3/20/20,2,1,12.8628,30.2176,0
None,Suriname,3/20/20,4,0,3.9193,-56.0278,0
None,Sweden,3/20/20,1639,16,63.0,16.0,16
None,Switzerland,3/20/20,5294,54,46.8182,8.2275,15
None,Taiwan*,3/20/20,135,2,23.7,121.0,26
None,Tanzania,3/20/20,6,0,-6.369,34.8888,0
None,Thailand,3/20/20,322,1,15.0,101.0,42
None,Togo,3/20/20,9,0,8.6195,0.8248,1
None,Trinidad and Tobago,3/20/20,9,0,10.6918,-61.2225,0
None,Tunisia,3/20/20,54,1,34.0,9.0,0
None,Turkey,3/20/20,359,4,38.9637,35.2433,0
None,Uganda,3/20/20,0,0,1.0,32.0,0
None,Ukraine,3/20/20,29,3,48.3794,31.1656,0
None,United Arab Emirates,3/20/20,140,2,24.0,54.0,31
Bermuda,United Kingdom,3/20/20,2,0,32.3078,-64.7505,0
Cayman Islands,United Kingdom,3/20/20,3,1,19.3133,-81.2546,0
Channel Islands,United Kingdom,3/20/20,14,0,49.3723,-2.3644,0
Gibraltar,United Kingdom,3/20/20,10,0,36.1408,-5.3536,2
Isle of Man,United Kingdom,3/20/20,1,0,54.2361,-4.5481,0
Montserrat,United Kingdom,3/20/20,1,0,16.7425,-62.1874,0
None,United Kingdom,3/20/20,3983,177,55.3781,-3.4360000000000004,65
None,Uruguay,3/20/20,94,0,-32.5228,-55.7658,0
None,US,3/20/20,19273,244,37.0902,-95.7129,147
None,Uzbekistan,3/20/20,33,0,41.3775,64.5853,0
None,Venezuela,3/20/20,42,0,6.4238,-66.5897,0
None,Vietnam,3/20/20,91,0,16.0,108.0,16
None,Zambia,3/20/20,2,0,-15.4167,28.2833,0
None,Zimbabwe,3/20/20,1,0,-20.0,30.0,0
None,Dominica,3/20/20,0,0,15.415,-61.371,0
None,Grenada,3/20/20,0,0,12.1165,-61.678999999999995,0
None,Mozambique,3/20/20,0,0,-18.6657,35.5296,0
None,Syria,3/20/20,0,0,34.8021,38.9968,0
None,Timor-Leste,3/20/20,0,0,-8.8742,125.7275,0
None,Belize,3/20/20,0,0,13.1939,-59.5432,0
None,Laos,3/20/20,0,0,19.856270000000002,102.495496,0
None,Libya,3/20/20,0,0,26.3351,17.228331,0
None,West Bank and Gaza,3/20/20,47,0,31.9522,35.2332,17
None,Guinea-Bissau,3/20/20,0,0,11.8037,-15.1804,0
None,Mali,3/20/20,0,0,17.570692,-3.996166000000001,0
None,Saint Kitts and Nevis,3/20/20,0,0,17.357822,-62.782998,0
None,Kosovo,3/20/20,0,0,42.602636,20.902977,0
None,Burma,3/20/20,0,0,21.9162,95.956,0
Anguilla,United Kingdom,3/20/20,0,0,18.2206,-63.0686,0
British Virgin Islands,United Kingdom,3/20/20,0,0,18.4207,-64.64,0
Turks and Caicos Islands,United Kingdom,3/20/20,0,0,21.69400000000001,-71.7979,0
None,MS Zaandam,3/20/20,0,0,0.0,0.0,0
None,Botswana,3/20/20,0,0,-22.3285,24.6849,0
None,Burundi,3/20/20,0,0,-3.3731,29.9189,0
None,Sierra Leone,3/20/20,0,0,8.460555000000001,-11.779889,0
"Bonaire, Sint Eustatius and Saba",Netherlands,3/20/20,0,0,12.1784,-68.2385,0
None,Malawi,3/20/20,0,0,-13.254307999999998,34.301525,0
Falkland Islands (Malvinas),United Kingdom,3/20/20,0,0,-51.7963,-59.5236,0
Saint Pierre and Miquelon,France,3/20/20,0,0,46.8852,-56.3159,0
None,South Sudan,3/20/20,0,0,6.8770000000000024,31.307,0
None,Western Sahara,3/20/20,0,0,24.2155,-12.8858,0
None,Sao Tome and Principe,3/20/20,0,0,0.18636,6.613081,0
None,Yemen,3/20/20,0,0,15.552726999999999,48.516388,0
None,Afghanistan,3/21/20,24,0,33.0,65.0,1
None,Albania,3/21/20,76,2,41.1533,20.1683,2
None,Algeria,3/21/20,139,15,28.0339,1.6596,32
None,Andorra,3/21/20,88,0,42.5063,1.5218,1
None,Angola,3/21/20,2,0,-11.2027,17.8739,0
None,Antigua and Barbuda,3/21/20,1,0,17.0608,-61.7964,0
None,Argentina,3/21/20,158,4,-38.4161,-63.6167,3
None,Armenia,3/21/20,160,0,40.0691,45.0382,1
Australian Capital Territory,Australia,3/21/20,9,0,-35.4735,149.0124,0
New South Wales,Australia,3/21/20,436,6,-33.8688,151.2093,4
Northern Territory,Australia,3/21/20,3,0,-12.4634,130.8456,0
Queensland,Australia,3/21/20,221,0,-28.0167,153.4,8
South Australia,Australia,3/21/20,67,0,-34.9285,138.6007,3
Tasmania,Australia,3/21/20,16,0,-41.4545,145.9707,3
